compte_courant,historique_credit,epargne,anciennete_emploi,patrimoine,logement,autres_credits,objet_credit,situation_familiale,age,montant_credit,duree_mois,taux_effort,anciennete_logement,nb_credits_en_cours,personnes_a_charge,defaut
0 a 200 euros,credits en cours ok,100 a 500 euros,1 a 4 ans,voiture,proprietaire,aucun,tv hifi,celibataire,19,2277,16,4,2,2,2,0
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,loge gratuitement,aucun,tv hifi,divorce,27,2941,11,4,4,3,1,0
pas de compte,tous rembourses,pas d epargne,sans emploi,aucun,proprietaire,credit dans un magasin,voiture neuve,marie,22,3592,13,4,4,1,0,0
pas de compte,credits en cours ok,pas d epargne,1 a 4 ans,immobilier,proprietaire,aucun,tv hifi,divorce,19,993,14,4,2,1,1,0
pas de compte,tous rembourses,moins de 100 euros,1 a 4 ans,immobilier,loge gratuitement,credit dans un magasin,equipement maison,marie,33,6851,49,3,2,1,1,1
solde negatif,credits en cours ok,moins de 100 euros,4 a 7 ans,aucun,locataire,aucun,etudes,marie,44,640,22,1,4,1,0,0
pas de compte,tous rembourses,moins de 100 euros,4 a 7 ans,immobilier,proprietaire,aucun,business,divorce,24,1491,9,4,4,1,0,0
solde negatif,retards passes,moins de 100 euros,4 a 7 ans,immobilier,proprietaire,aucun,voiture neuve,divorce,19,2280,28,1,4,1,1,1
0 a 200 euros,credits en cours ok,100 a 500 euros,plus de 7 ans,immobilier,proprietaire,aucun,reparations,marie,25,3284,14,4,4,1,0,0
pas de compte,credits en cours ok,500 a 1000 euros,plus de 7 ans,aucun,loge gratuitement,aucun,voiture neuve,celibataire,32,7592,4,1,2,2,1,0
solde negatif,credits en cours ok,moins de 100 euros,1 a 4 ans,assurance vie,loge gratuitement,aucun,equipement maison,celibataire,31,640,27,4,2,1,0,0
0 a 200 euros,credits en cours ok,500 a 1000 euros,1 a 4 ans,voiture,locataire,credit dans une autre banque,tv hifi,celibataire,34,1693,28,2,2,2,0,0
pas de compte,tous rembourses,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,credit dans une autre banque,voiture neuve,celibataire,39,528,15,3,2,2,2,0
solde negatif,tous rembourses,moins de 100 euros,plus de 7 ans,voiture,proprietaire,aucun,tv hifi,celibataire,34,2497,12,4,4,1,0,1
0 a 200 euros,credits en cours ok,moins de 100 euros,plus de 7 ans,voiture,proprietaire,credit dans une autre banque,voiture neuve,divorce,45,2968,29,3,1,1,1,1
plus de 200 euros,retards passes,moins de 100 euros,1 a 4 ans,assurance vie,locataire,aucun,voiture neuve,celibataire,24,7672,12,2,4,1,0,0
pas de compte,defauts passes,plus de 1000 euros,moins de 1 an,assurance vie,proprietaire,aucun,tv hifi,marie,31,2662,33,3,4,1,0,0
0 a 200 euros,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,loge gratuitement,aucun,tv hifi,celibataire,41,5176,12,2,4,1,0,1
solde negatif,credits en cours ok,moins de 100 euros,plus de 7 ans,aucun,loge gratuitement,aucun,business,celibataire,37,3716,17,3,4,1,0,1
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,tv hifi,celibataire,60,1784,23,2,2,1,0,0
solde negatif,credits en cours ok,pas d epargne,1 a 4 ans,aucun,locataire,aucun,tv hifi,celibataire,24,885,20,4,4,3,0,0
plus de 200 euros,credits en cours ok,100 a 500 euros,plus de 7 ans,assurance vie,proprietaire,aucun,equipement maison,marie,41,2975,11,2,2,1,0,0
solde negatif,credits en cours ok,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,voiture neuve,divorce,27,834,22,4,1,1,1,0
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,voiture,proprietaire,credit dans une autre banque,voiture neuve,celibataire,26,6202,27,3,4,1,0,0
solde negatif,aucun credit,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,tv hifi,marie,48,2172,9,2,1,1,2,0
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,aucun,locataire,aucun,tv hifi,marie,34,5771,23,3,4,1,0,0
pas de compte,tous rembourses,pas d epargne,1 a 4 ans,assurance vie,proprietaire,aucun,equipement maison,divorce,37,1727,17,4,4,2,0,0
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,credit dans une autre banque,tv hifi,marie,28,2962,10,1,4,1,1,1
pas de compte,credits en cours ok,moins de 100 euros,moins de 1 an,voiture,loge gratuitement,aucun,tv hifi,marie,28,2838,22,4,2,1,0,0
pas de compte,tous rembourses,moins de 100 euros,moins de 1 an,voiture,proprietaire,aucun,voiture neuve,marie,19,2363,29,4,4,1,0,0
pas de compte,tous rembourses,100 a 500 euros,plus de 7 ans,voiture,proprietaire,aucun,voiture neuve,divorce,36,1787,13,2,1,1,0,0
solde negatif,aucun credit,100 a 500 euros,moins de 1 an,immobilier,proprietaire,aucun,reparations,celibataire,23,3238,22,4,4,1,1,1
pas de compte,retards passes,moins de 100 euros,1 a 4 ans,assurance vie,locataire,aucun,tv hifi,marie,32,1253,14,2,2,1,1,0
pas de compte,retards passes,moins de 100 euros,4 a 7 ans,assurance vie,loge gratuitement,aucun,etudes,divorce,45,1022,26,2,4,1,0,0
0 a 200 euros,tous rembourses,pas d epargne,1 a 4 ans,assurance vie,proprietaire,aucun,voiture neuve,marie,19,5972,32,4,2,1,0,0
solde negatif,credits en cours ok,moins de 100 euros,4 a 7 ans,voiture,proprietaire,aucun,autre,marie,75,4120,21,4,1,1,1,1
solde negatif,credits en cours ok,moins de 100 euros,moins de 1 an,voiture,proprietaire,credit dans une autre banque,voiture neuve,marie,26,2559,27,4,3,1,0,1
pas de compte,retards passes,moins de 100 euros,1 a 4 ans,immobilier,proprietaire,aucun,voiture neuve,celibataire,33,8094,29,4,2,1,0,0
pas de compte,retards passes,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,autre,marie,37,2013,13,4,4,3,0,0
pas de compte,tous rembourses,pas d epargne,4 a 7 ans,immobilier,proprietaire,aucun,voiture occasion,marie,26,6326,14,4,2,1,0,0
pas de compte,credits en cours ok,moins de 100 euros,moins de 1 an,immobilier,proprietaire,aucun,tv hifi,marie,29,2769,23,1,2,2,0,0
pas de compte,credits en cours ok,pas d epargne,4 a 7 ans,voiture,proprietaire,aucun,voiture neuve,marie,48,1167,36,4,3,1,1,1
pas de compte,credits en cours ok,moins de 100 euros,moins de 1 an,aucun,locataire,aucun,tv hifi,divorce,43,9233,8,4,2,1,0,1
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,formation,celibataire,31,4981,24,1,2,1,0,0
pas de compte,retards passes,pas d epargne,moins de 1 an,voiture,locataire,aucun,voiture occasion,marie,34,2237,34,3,4,1,2,0
solde negatif,credits en cours ok,moins de 100 euros,moins de 1 an,aucun,proprietaire,credit dans une autre banque,tv hifi,marie,35,4120,16,1,2,1,0,1
pas de compte,retards passes,pas d epargne,plus de 7 ans,aucun,proprietaire,credit dans une autre banque,voiture neuve,marie,41,1825,18,4,1,1,0,0
pas de compte,tous rembourses,moins de 100 euros,1 a 4 ans,immobilier,loge gratuitement,aucun,tv hifi,celibataire,42,4434,18,4,2,2,0,0
solde negatif,credits en cours ok,moins de 100 euros,plus de 7 ans,aucun,proprietaire,aucun,equipement maison,marie,41,436,17,4,2,2,1,0
0 a 200 euros,credits en cours ok,pas d epargne,plus de 7 ans,assurance vie,proprietaire,aucun,voiture neuve,divorce,29,1171,11,2,3,1,0,1
pas de compte,tous rembourses,100 a 500 euros,4 a 7 ans,assurance vie,locataire,aucun,voiture occasion,marie,35,4940,17,4,2,1,0,0
0 a 200 euros,credits en cours ok,pas d epargne,moins de 1 an,immobilier,proprietaire,aucun,voiture neuve,divorce,47,2039,11,2,4,2,2,1
solde negatif,credits en cours ok,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,formation,veuf,66,2834,26,4,1,2,2,0
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,credit dans une autre banque,equipement maison,celibataire,35,925,6,4,2,1,1,0
0 a 200 euros,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,proprietaire,credit dans une autre banque,voiture occasion,celibataire,28,9232,29,4,2,2,0,0
0 a 200 euros,tous rembourses,pas d epargne,moins de 1 an,assurance vie,proprietaire,aucun,equipement maison,veuf,25,5751,31,4,4,1,0,0
pas de compte,aucun credit,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,voiture occasion,veuf,41,2112,20,4,4,1,0,0
pas de compte,tous rembourses,moins de 100 euros,plus de 7 ans,aucun,proprietaire,aucun,tv hifi,celibataire,19,1824,44,1,3,1,0,0
0 a 200 euros,credits en cours ok,100 a 500 euros,plus de 7 ans,assurance vie,proprietaire,aucun,autre,celibataire,41,5122,23,2,4,2,1,0
0 a 200 euros,tous rembourses,moins de 100 euros,moins de 1 an,aucun,proprietaire,aucun,equipement maison,celibataire,42,10172,22,4,2,2,0,0
pas de compte,credits en cours ok,moins de 100 euros,4 a 7 ans,aucun,locataire,credit dans une autre banque,etudes,veuf,28,4850,5,3,1,2,2,0
pas de compte,retards passes,500 a 1000 euros,moins de 1 an,voiture,loge gratuitement,aucun,tv hifi,celibataire,37,11657,32,2,2,1,0,1
pas de compte,credits en cours ok,moins de 100 euros,moins de 1 an,immobilier,proprietaire,aucun,voiture neuve,marie,31,1256,10,4,2,2,0,0
solde negatif,aucun credit,500 a 1000 euros,plus de 7 ans,voiture,proprietaire,aucun,tv hifi,divorce,21,1353,10,3,2,1,1,0
solde negatif,credits en cours ok,moins de 100 euros,1 a 4 ans,aucun,locataire,aucun,tv hifi,celibataire,40,1037,21,3,1,1,0,0
pas de compte,tous rembourses,plus de 1000 euros,1 a 4 ans,voiture,proprietaire,credit dans un magasin,tv hifi,marie,39,3355,11,4,2,1,2,0
solde negatif,credits en cours ok,pas d epargne,sans emploi,assurance vie,proprietaire,aucun,etudes,celibataire,29,2770,16,3,2,1,2,0
0 a 200 euros,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,equipement maison,divorce,66,2188,34,1,1,1,0,0
pas de compte,retards passes,moins de 100 euros,plus de 7 ans,voiture,proprietaire,aucun,formation,celibataire,34,4371,41,1,2,1,0,0
pas de compte,credits en cours ok,moins de 100 euros,4 a 7 ans,voiture,locataire,aucun,tv hifi,marie,19,5927,13,4,4,2,0,0
0 a 200 euros,tous rembourses,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,aucun,equipement maison,marie,47,814,17,4,2,1,1,1
0 a 200 euros,credits en cours ok,moins de 100 euros,moins de 1 an,assurance vie,proprietaire,credit dans une autre banque,tv hifi,celibataire,44,1588,56,4,4,1,0,1
solde negatif,tous rembourses,pas d epargne,1 a 4 ans,voiture,proprietaire,aucun,voiture occasion,celibataire,45,4405,41,2,4,2,1,0
solde negatif,tous rembourses,pas d epargne,1 a 4 ans,aucun,proprietaire,aucun,autre,marie,24,1743,30,4,2,1,0,0
pas de compte,tous rembourses,moins de 100 euros,moins de 1 an,immobilier,proprietaire,aucun,tv hifi,celibataire,36,1374,11,4,2,1,1,0
solde negatif,credits en cours ok,moins de 100 euros,1 a 4 ans,aucun,locataire,aucun,voiture neuve,divorce,34,5081,13,4,2,2,1,1
solde negatif,credits en cours ok,plus de 1000 euros,plus de 7 ans,assurance vie,proprietaire,aucun,voiture occasion,divorce,32,964,30,4,4,1,0,0
pas de compte,credits en cours ok,moins de 100 euros,sans emploi,voiture,proprietaire,aucun,tv hifi,marie,52,1964,5,3,2,2,0,0
pas de compte,aucun credit,plus de 1000 euros,1 a 4 ans,voiture,locataire,credit dans une autre banque,voiture neuve,marie,34,3092,33,3,2,1,0,0
pas de compte,tous rembourses,moins de 100 euros,moins de 1 an,voiture,locataire,aucun,voiture neuve,marie,29,1615,37,2,1,2,0,0
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,aucun,proprietaire,aucun,equipement maison,divorce,29,4289,15,2,4,1,0,0
pas de compte,tous rembourses,pas d epargne,plus de 7 ans,assurance vie,proprietaire,aucun,equipement maison,marie,23,1620,41,4,3,1,0,0
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,aucun,proprietaire,aucun,equipement maison,celibataire,35,6729,24,4,4,1,2,1
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,proprietaire,aucun,voiture occasion,celibataire,53,2229,9,4,3,1,2,0
pas de compte,retards passes,pas d epargne,plus de 7 ans,voiture,proprietaire,aucun,voiture neuve,marie,30,3957,20,3,4,2,1,0
0 a 200 euros,tous rembourses,moins de 100 euros,moins de 1 an,voiture,proprietaire,aucun,tv hifi,marie,37,4176,12,1,3,2,0,1
solde negatif,retards passes,plus de 1000 euros,1 a 4 ans,voiture,locataire,aucun,tv hifi,marie,32,1553,21,1,3,2,1,0
0 a 200 euros,tous rembourses,moins de 100 euros,1 a 4 ans,immobilier,proprietaire,aucun,voiture neuve,celibataire,33,556,8,3,4,1,0,0
0 a 200 euros,tous rembourses,moins de 100 euros,4 a 7 ans,aucun,proprietaire,aucun,voiture occasion,marie,44,3164,43,3,4,2,0,0
solde negatif,tous rembourses,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,aucun,tv hifi,celibataire,23,2571,26,4,1,1,0,0
pas de compte,defauts passes,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,credit dans une autre banque,voiture neuve,celibataire,20,3642,14,1,2,1,0,0
solde negatif,credits en cours ok,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,voiture neuve,marie,47,2073,21,4,4,1,0,0
solde negatif,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,voiture neuve,celibataire,28,1790,18,2,4,1,0,1
0 a 200 euros,credits en cours ok,pas d epargne,moins de 1 an,aucun,proprietaire,credit dans un magasin,reparations,marie,30,10364,44,4,3,2,2,1
solde negatif,retards passes,moins de 100 euros,sans emploi,assurance vie,locataire,aucun,tv hifi,celibataire,71,845,18,4,3,1,0,1
pas de compte,tous rembourses,moins de 100 euros,moins de 1 an,immobilier,locataire,aucun,tv hifi,marie,44,4140,21,1,4,1,2,0
pas de compte,credits en cours ok,100 a 500 euros,1 a 4 ans,voiture,proprietaire,aucun,tv hifi,marie,25,1614,7,4,2,2,0,0
pas de compte,credits en cours ok,100 a 500 euros,1 a 4 ans,voiture,proprietaire,aucun,tv hifi,celibataire,49,1916,21,4,4,2,0,0
solde negatif,credits en cours ok,moins de 100 euros,4 a 7 ans,immobilier,loge gratuitement,credit dans une autre banque,equipement maison,celibataire,44,1942,23,3,1,2,0,0
solde negatif,credits en cours ok,moins de 100 euros,plus de 7 ans,voiture,proprietaire,aucun,tv hifi,divorce,19,1369,9,3,4,1,1,1
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,voiture neuve,marie,36,3682,28,1,4,2,0,0
plus de 200 euros,credits en cours ok,100 a 500 euros,1 a 4 ans,voiture,locataire,aucun,tv hifi,marie,23,6643,4,4,4,1,0,1
solde negatif,tous rembourses,moins de 100 euros,sans emploi,assurance vie,proprietaire,aucun,tv hifi,celibataire,33,3423,17,4,2,1,0,0
pas de compte,credits en cours ok,moins de 100 euros,sans emploi,voiture,proprietaire,aucun,equipement maison,marie,66,2629,7,1,2,2,0,0
pas de compte,aucun credit,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,equipement maison,marie,45,1200,19,2,2,2,1,0
pas de compte,tous rembourses,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,voiture occasion,marie,47,3541,15,4,4,2,0,0
pas de compte,credits en cours ok,pas d epargne,plus de 7 ans,immobilier,proprietaire,aucun,tv hifi,marie,32,11528,24,2,4,1,0,0
pas de compte,tous rembourses,moins de 100 euros,moins de 1 an,voiture,proprietaire,aucun,tv hifi,celibataire,47,1855,18,4,2,2,2,0
pas de compte,retards passes,moins de 100 euros,sans emploi,voiture,locataire,credit dans un magasin,etudes,celibataire,26,1862,24,4,4,2,0,0
pas de compte,tous rembourses,moins de 100 euros,1 a 4 ans,voiture,proprietaire,credit dans une autre banque,equipement maison,divorce,35,1629,19,4,4,1,1,0
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,tv hifi,veuf,44,1716,34,3,1,1,1,0
0 a 200 euros,tous rembourses,moins de 100 euros,sans emploi,aucun,proprietaire,aucun,tv hifi,celibataire,44,338,31,2,3,2,2,0
pas de compte,tous rembourses,moins de 100 euros,4 a 7 ans,voiture,proprietaire,aucun,etudes,marie,20,3267,12,1,4,1,0,0
solde negatif,tous rembourses,moins de 100 euros,moins de 1 an,immobilier,proprietaire,credit dans une autre banque,tv hifi,celibataire,61,1328,32,4,3,3,1,0
solde negatif,tous rembourses,500 a 1000 euros,4 a 7 ans,assurance vie,loge gratuitement,credit dans une autre banque,tv hifi,celibataire,24,766,23,4,4,1,0,1
plus de 200 euros,credits en cours ok,moins de 100 euros,1 a 4 ans,aucun,locataire,aucun,tv hifi,celibataire,75,4198,35,4,3,2,1,1
pas de compte,retards passes,moins de 100 euros,moins de 1 an,immobilier,proprietaire,aucun,tv hifi,celibataire,45,1120,10,4,4,2,0,0
pas de compte,credits en cours ok,pas d epargne,1 a 4 ans,aucun,locataire,aucun,business,marie,43,1912,8,2,1,1,0,0
plus de 200 euros,credits en cours ok,pas d epargne,plus de 7 ans,voiture,proprietaire,aucun,voiture neuve,marie,25,7015,8,1,3,2,2,0
0 a 200 euros,tous rembourses,moins de 100 euros,1 a 4 ans,voiture,locataire,aucun,voiture neuve,celibataire,28,885,41,4,1,1,0,0
0 a 200 euros,credits en cours ok,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,aucun,business,celibataire,59,810,36,3,2,1,2,1
pas de compte,aucun credit,100 a 500 euros,moins de 1 an,immobilier,proprietaire,aucun,tv hifi,divorce,56,2963,31,2,2,1,2,0
pas de compte,credits en cours ok,pas d epargne,plus de 7 ans,aucun,loge gratuitement,aucun,tv hifi,celibataire,32,5584,8,1,2,1,0,0
solde negatif,tous rembourses,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,equipement maison,marie,31,786,31,1,4,2,0,0
0 a 200 euros,credits en cours ok,moins de 100 euros,4 a 7 ans,voiture,locataire,aucun,voiture neuve,celibataire,31,3273,8,2,4,2,0,0
solde negatif,tous rembourses,pas d epargne,1 a 4 ans,assurance vie,proprietaire,credit dans une autre banque,tv hifi,marie,49,3708,4,4,2,1,2,0
solde negatif,tous rembourses,pas d epargne,plus de 7 ans,immobilier,proprietaire,aucun,tv hifi,celibataire,47,554,14,4,4,1,0,0
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,loge gratuitement,aucun,voiture occasion,celibataire,38,4337,17,4,3,1,0,1
0 a 200 euros,credits en cours ok,moins de 100 euros,moins de 1 an,voiture,locataire,aucun,voiture occasion,celibataire,36,4588,38,4,4,2,1,1
pas de compte,tous rembourses,moins de 100 euros,sans emploi,aucun,proprietaire,credit dans une autre banque,reparations,celibataire,32,1950,10,4,4,2,2,0
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,voiture neuve,marie,73,6013,58,3,1,2,1,0
solde negatif,credits en cours ok,moins de 100 euros,1 a 4 ans,assurance vie,locataire,aucun,etudes,marie,21,5532,21,2,4,1,1,1
solde negatif,credits en cours ok,pas d epargne,plus de 7 ans,assurance vie,proprietaire,aucun,voiture occasion,celibataire,30,2629,17,4,4,1,0,1
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,tv hifi,celibataire,38,1763,17,2,3,1,0,0
pas de compte,credits en cours ok,plus de 1000 euros,1 a 4 ans,assurance vie,proprietaire,aucun,business,marie,19,1211,8,2,4,2,0,0
solde negatif,retards passes,moins de 100 euros,sans emploi,aucun,proprietaire,aucun,tv hifi,marie,28,2375,15,2,4,1,2,1
pas de compte,defauts passes,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,equipement maison,veuf,66,3678,22,3,3,2,1,0
solde negatif,credits en cours ok,moins de 100 euros,4 a 7 ans,assurance vie,proprietaire,aucun,tv hifi,marie,46,1933,31,2,4,2,1,0
pas de compte,aucun credit,moins de 100 euros,plus de 7 ans,immobilier,loge gratuitement,aucun,equipement maison,marie,28,502,15,2,4,2,1,0
solde negatif,credits en cours ok,moins de 100 euros,1 a 4 ans,aucun,proprietaire,aucun,voiture occasion,marie,27,6084,21,3,2,2,0,0
solde negatif,aucun credit,moins de 100 euros,4 a 7 ans,immobilier,proprietaire,aucun,autre,divorce,21,2799,29,4,2,2,0,1
pas de compte,credits en cours ok,plus de 1000 euros,4 a 7 ans,immobilier,proprietaire,aucun,tv hifi,divorce,29,1857,15,4,2,3,0,0
pas de compte,credits en cours ok,pas d epargne,1 a 4 ans,voiture,proprietaire,aucun,tv hifi,celibataire,41,4524,33,4,4,1,0,0
pas de compte,credits en cours ok,pas d epargne,plus de 7 ans,voiture,proprietaire,aucun,equipement maison,celibataire,38,7315,26,2,4,1,1,0
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,loge gratuitement,aucun,voiture neuve,celibataire,30,325,30,2,1,1,0,0
plus de 200 euros,retards passes,100 a 500 euros,plus de 7 ans,assurance vie,proprietaire,aucun,voiture neuve,marie,24,3336,5,4,4,2,1,1
pas de compte,credits en cours ok,pas d epargne,4 a 7 ans,voiture,loge gratuitement,aucun,tv hifi,marie,32,874,16,3,4,1,1,0
0 a 200 euros,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,locataire,aucun,tv hifi,marie,31,3496,12,4,4,1,0,0
pas de compte,credits en cours ok,pas d epargne,1 a 4 ans,voiture,proprietaire,aucun,tv hifi,celibataire,44,2676,4,4,1,1,0,0
0 a 200 euros,credits en cours ok,moins de 100 euros,plus de 7 ans,voiture,loge gratuitement,aucun,reparations,marie,37,3857,47,4,3,2,0,1
0 a 200 euros,credits en cours ok,moins de 100 euros,sans emploi,assurance vie,locataire,credit dans une autre banque,voiture neuve,divorce,35,1704,31,4,4,1,0,1
solde negatif,retards passes,moins de 100 euros,4 a 7 ans,assurance vie,loge gratuitement,aucun,equipement maison,celibataire,50,634,7,3,3,1,1,0
solde negatif,tous rembourses,moins de 100 euros,4 a 7 ans,immobilier,proprietaire,aucun,voiture occasion,marie,56,1765,39,2,4,1,0,1
solde negatif,credits en cours ok,moins de 100 euros,4 a 7 ans,voiture,loge gratuitement,aucun,equipement maison,marie,38,3271,18,4,4,2,1,1
pas de compte,retards passes,pas d epargne,plus de 7 ans,voiture,proprietaire,aucun,voiture neuve,divorce,39,5070,24,1,2,1,1,1
0 a 200 euros,aucun credit,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,business,divorce,32,1050,13,2,4,1,0,1
0 a 200 euros,retards passes,moins de 100 euros,1 a 4 ans,voiture,proprietaire,credit dans une autre banque,voiture neuve,marie,25,5113,33,2,2,2,1,0
plus de 200 euros,tous rembourses,plus de 1000 euros,moins de 1 an,aucun,proprietaire,aucun,business,marie,45,1531,18,3,2,1,1,0
pas de compte,aucun credit,100 a 500 euros,1 a 4 ans,assurance vie,locataire,aucun,equipement maison,divorce,42,3168,25,1,1,1,1,0
0 a 200 euros,credits en cours ok,pas d epargne,1 a 4 ans,aucun,locataire,aucun,autre,marie,33,1691,34,1,2,2,0,1
0 a 200 euros,credits en cours ok,500 a 1000 euros,1 a 4 ans,assurance vie,locataire,aucun,tv hifi,celibataire,37,2783,27,4,2,1,0,1
pas de compte,retards passes,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,credit dans une autre banque,business,marie,49,4639,15,4,4,2,0,0
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,aucun,voiture neuve,celibataire,52,1009,18,4,4,1,0,0
0 a 200 euros,retards passes,moins de 100 euros,moins de 1 an,assurance vie,locataire,aucun,tv hifi,celibataire,19,1496,30,4,2,1,1,1
solde negatif,tous rembourses,moins de 100 euros,1 a 4 ans,immobilier,locataire,aucun,formation,divorce,27,2788,4,1,4,2,1,0
0 a 200 euros,retards passes,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,credit dans une autre banque,voiture neuve,marie,33,13755,16,2,1,2,2,1
pas de compte,credits en cours ok,pas d epargne,moins de 1 an,aucun,proprietaire,aucun,voiture neuve,marie,23,1311,19,1,2,1,0,0
0 a 200 euros,aucun credit,moins de 100 euros,moins de 1 an,aucun,locataire,credit dans une autre banque,equipement maison,celibataire,37,10603,22,4,4,1,0,1
pas de compte,tous rembourses,moins de 100 euros,moins de 1 an,voiture,locataire,aucun,business,celibataire,28,10334,13,4,4,2,1,0
pas de compte,credits en cours ok,moins de 100 euros,4 a 7 ans,immobilier,loge gratuitement,aucun,tv hifi,celibataire,37,2275,18,2,4,2,0,0
pas de compte,credits en cours ok,moins de 100 euros,moins de 1 an,immobilier,proprietaire,aucun,tv hifi,celibataire,28,1969,21,2,2,1,0,0
0 a 200 euros,credits en cours ok,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,aucun,voiture neuve,marie,28,1483,21,4,4,2,0,0
solde negatif,credits en cours ok,pas d epargne,1 a 4 ans,voiture,proprietaire,aucun,voiture neuve,celibataire,37,2324,20,4,4,1,0,0
solde negatif,credits en cours ok,plus de 1000 euros,1 a 4 ans,aucun,proprietaire,aucun,reparations,marie,46,886,15,4,4,1,1,0
pas de compte,credits en cours ok,500 a 1000 euros,1 a 4 ans,assurance vie,proprietaire,credit dans un magasin,voiture neuve,celibataire,41,2310,21,2,2,1,0,0
0 a 200 euros,tous rembourses,moins de 100 euros,1 a 4 ans,immobilier,proprietaire,aucun,tv hifi,veuf,33,7171,38,2,3,1,1,1
pas de compte,credits en cours ok,plus de 1000 euros,4 a 7 ans,voiture,proprietaire,aucun,business,celibataire,19,1572,18,4,4,1,1,0
0 a 200 euros,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,credit dans une autre banque,voiture neuve,celibataire,28,2052,21,4,4,1,0,1
solde negatif,credits en cours ok,plus de 1000 euros,plus de 7 ans,assurance vie,locataire,aucun,tv hifi,celibataire,27,717,18,4,2,1,2,0
pas de compte,credits en cours ok,pas d epargne,4 a 7 ans,voiture,proprietaire,aucun,voiture neuve,marie,43,3195,37,4,3,1,0,0
solde negatif,tous rembourses,moins de 100 euros,plus de 7 ans,voiture,loge gratuitement,credit dans un magasin,tv hifi,marie,36,2953,16,4,2,1,2,0
pas de compte,tous rembourses,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,credit dans une autre banque,voiture neuve,marie,36,2555,10,4,3,1,0,0
0 a 200 euros,tous rembourses,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,aucun,tv hifi,marie,25,2088,28,2,2,2,1,0
solde negatif,defauts passes,pas d epargne,sans emploi,aucun,loge gratuitement,aucun,voiture occasion,celibataire,53,1977,15,2,1,1,0,1
pas de compte,credits en cours ok,moins de 100 euros,sans emploi,immobilier,locataire,aucun,equipement maison,marie,36,3503,27,4,3,2,1,0
0 a 200 euros,credits en cours ok,moins de 100 euros,moins de 1 an,immobilier,proprietaire,aucun,tv hifi,marie,25,2390,14,2,2,1,1,0
pas de compte,defauts passes,moins de 100 euros,4 a 7 ans,immobilier,proprietaire,aucun,voiture neuve,celibataire,26,3062,9,4,2,1,0,0
solde negatif,credits en cours ok,pas d epargne,1 a 4 ans,immobilier,loge gratuitement,credit dans une autre banque,tv hifi,celibataire,38,2849,18,4,2,1,2,0
